,C12_05,B27_03,A69_01,B44_03,C03_02,A26_03,C15_02,B73_01,A68_01,B15_02,B40_06,B55_02,C08_02,B35_01,B27_05,A33_03,B08_02,A32_01,B07_05,C04_01,A02_14,C17_01,C03_15,B15_12,B58_01,B55_01,A02_05,B40_02,C12_02,C16_04,B58_02,B15_16,A66_01,A02_03,C12_04,B08_01,B35_03,B78_01,C14_02,A02_06,B46_01,A01_01,B54_01,A33_01,C18_01,B51_02,B07_02,A30_04,B45_01,B57_01,A74_01,A11_01,C05_01,B56_01,C01_02,C07_07,B44_02,B15_10,C08_01,B15_17,C03_07,A68_02,C16_01,A30_02,A23_01,A02_01,A02_04,A30_03,C06_02,B39_09,B48_01,B15_13,A30_01,B27_06,A02_17,B27_07,B15_18,B27_09,B15_09,B51_03,A02_02,A24_02,B42_01,B07_03,B15_01,B39_02,A29_02,C16_02,B27_04,B40_01,B39_01,B67_01,B53_01,A03_01,B15_03,A31_01,B51_01,A02_07,B57_02,B38_01,C07_02,B15_08,B27_02,B52_01,B37_01,A26_01,B14_02,C02_02,A26_02,B18_01
C07_02,13.19242952179197,12.915565305693365,16.007446217145503,14.325299610801705,9.718919127144169,15.637226626547106,13.094509905510149,16.268982355354485,15.373776255176939,14.679550336085617,14.812378912122975,14.185439049817605,13.423220782397683,13.942979548566944,12.928571888500327,14.24775685747725,11.762753344061238,14.53881171040936,13.365909657067998,11.609968307955953,16.148862705326202,13.537873649349836,10.360347748066806,14.374515427142567,13.277075826710902,14.192369572514517,16.58888062702934,13.760651746987492,10.566849756519897,11.841034726097092,15.339711017009234,13.977287191799256,14.802830506970812,16.90236571836633,13.230847349173047,11.430633059883457,16.83669907583503,14.96376114382288,9.716092263129612,16.07114498046174,11.726522358185656,15.133936096348389,14.03970179916835,14.542524789302979,10.884922290558102,16.984947225379198,13.224453030239797,13.167274914225565,15.468028516299167,15.557544440185662,14.644433773802406,13.157970995346522,14.158725983308265,14.053333131879267,14.444734163653822,4.502089014538703,14.701390658916909,18.156380788247347,12.546947148323962,14.731717850699145,13.29148443715957,16.467593712762067,11.074003895817816,13.296541879813763,15.748103548877662,16.466818497091342,17.942900799803837,13.32123664419357,9.642402090778889,16.272530750687622,14.955892998105774,15.017874069744831,13.346516703673167,13.58502827678509,18.186331455191517,13.658815985955826,15.78536676424782,13.413916795522232,18.05108077500382,18.032690398985615,17.067060672146884,15.441046087742729,12.759988444854946,13.339002631775669,13.48935826913581,14.437835436741196,13.72246821108619,11.673862084474099,12.976919332302812,14.909006544938903,16.705222299272595,14.405606895964253,14.458405892896788,14.322674002495818,13.382471073991836,12.850039861305723,17.068036453187347,15.810906093836035,18.048287799966847,18.71764076120711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_08,10.80146976207,18.88099011659586,12.715303034723151,15.287961979507244,10.337338746772241,10.15834759290125,12.510270928015808,17.902338766431196,11.481692632214358,10.011041788053006,16.715299624511246,11.622100792606517,12.054468139829414,6.925209421714877,18.8555033893091,13.709901776492984,13.84024068735961,13.569015242853432,9.416315128324612,14.076436686634183,14.442745528972083,12.664340776772192,10.856296145908916,11.726152303308712,10.933862253131384,10.052322719178077,14.024392328395532,16.423447118537858,9.659485113512496,11.324114056388067,12.079810164928439,9.74284972304596,10.533543435017942,12.941120280070942,10.8839329496855,13.397835112933095,10.190607821435792,9.649163163952286,12.306180093937767,14.460871387306648,9.039028186537227,13.539024474805082,11.72783245523359,14.024888099871275,14.780846561995595,9.568359291368898,9.614781736420571,14.513124876344143,17.11102241767989,12.056295717411155,13.937892324102261,13.181168506592645,12.746665023635993,11.63487467270029,12.357856859722506,14.684228397462325,15.456987213668453,14.276499381473739,12.613823983499124,10.778484143986253,12.48676422253657,12.178124627505937,11.544979462388948,14.648786221002583,16.710908317348714,14.541740110016171,15.279056262273123,14.675220572891936,13.050990252153087,16.37323894263974,15.651527232982444,10.707426249288861,15.12559772050293,17.258736928893857,15.392550197317334,18.131752561688113,12.655539523957811,18.66128713438484,14.288877404022985,11.634395237500875,14.184920436132819,16.357668150628452,10.706108106367079,9.628249781415674,10.558844938824453,16.25276128909438,14.952036321117383,12.054193172186851,17.993526434520653,16.482698506975108,15.841222473194676,11.533303734796807,8.12456887754978,12.611252432033567,13.091926478555283,15.078971925149272,10.065771822990232,14.685495594806465,13.703273293461704,16.175505587839975,15.183388431263365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_02,17.08281747992029,3.1598715101537214,17.802813103268974,13.029979093650212,15.339781169132909,17.283814065255733,16.48519206277171,12.254253960100042,16.739266290440895,16.11062874002105,14.042452407079208,16.780599894527718,17.339659107335063,17.232847771941177,3.138707388913329,15.218255515166657,14.996534972182008,15.677254333158363,16.970185275893584,15.42592375802945,17.711024745702314,16.625627221088287,15.072580084750918,15.997699904732908,15.662873937956794,17.24285474256697,18.236416941155497,13.542813226195005,15.824470930316817,16.97067219223173,17.379896954281417,16.89170388672699,16.671861116944527,18.849191246541054,17.116786254596082,15.266283417458444,18.970587906782217,17.81570273245227,15.511657246845322,17.772613795206986,16.789231680892996,17.6079337528007,17.090940156942263,15.510201208966288,14.993487673260288,18.88808143438825,16.840753462385635,14.806158969722222,15.210622701368216,17.8556125048576,16.066206837038475,16.00253774918334,17.332819003960573,16.69382176934705,18.00501517585203,12.67203755898547,13.896578871091783,15.514588731362064,16.547832623360666,16.273049494797167,16.433774785327543,18.186892194693606,16.797706296091896,15.272168515826857,16.988112323725073,18.117714026927068,19.363741806511666,15.214302384327272,14.683126676638057,13.116700394673797,14.955894940108147,15.630591590847379,15.483528891227444,8.589914371287534,19.58766569624019,8.22327816130763,13.704174277710027,5.705576871086384,15.439419096919497,19.73939293633564,18.60424858891821,16.953960462102394,16.181870704145716,16.91370739781761,15.215356711579267,13.94929183389772,15.261186430739022,16.55391649350781,6.021437288858585,14.138371036221562,13.387732299584245,16.687496439930644,16.824809569179596,16.236248569755066,14.251204991780067,14.085297541289746,18.908833160821164,17.541065871259516,19.539021944148203,14.887129994088431,12.994242087235987,18.896411116079666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B52_01,13.866933568261128,16.43341325554747,14.283667738160224,10.896801874576981,13.861155313954876,15.601516904072557,12.122013316661494,14.260203890146887,15.459333809835654,11.303122045826171,8.719653962231881,13.425451566826952,12.674142327991113,14.311192726829999,16.368616611825843,15.552861488945922,14.931522662316372,14.589190057300891,12.88456312687303,12.697403900282644,13.559462702650382,11.919013148602861,13.486500602189288,10.737899228384581,12.310998953700947,12.68585553076545,13.935271400316111,9.49929856468022,14.09933978893649,14.655593359689687,12.25145729365181,12.534236279049301,15.714061568329235,13.65841996853674,13.844155882286378,15.271242468418805,13.429405962717603,11.912722265624037,14.365660819920633,13.750123090691446,15.041583998116224,15.827925017227406,13.56340885784075,15.451087879096713,13.419073679092856,10.940186040010614,13.009851706350785,14.035610868513547,11.09000994813065,13.74992787392046,15.137751967604592,14.503760768749027,12.586078625305133,13.429788071564348,12.501757002399435,15.506076484889162,11.766065233387069,12.119951514916613,12.486670762760967,12.831672472944083,11.765557816723272,14.416283149159545,14.578517017914123,13.780143844179985,13.59824731757119,14.169514429586066,14.2909559685111,13.732257701143183,14.341291214490296,14.122296633691748,8.138466452708382,10.40411249518888,14.105635329718066,12.950551494929249,14.403398194067401,13.511119056780606,13.571594634242341,15.327258918681876,11.990867369768285,11.640492561082354,14.330100228636498,13.46434425654296,13.445866711371021,12.833157851849752,9.910948028496149,9.57175155310664,15.73049979723035,14.338044350036695,15.905267011993704,9.556255415204483,13.706585655074974,13.512935895103942,13.693038764147758,13.98653979314232,9.399206736291683,14.799937803294712,10.4819316762125,13.998257591384439,12.46732892436404,12.604748833579723,16.343024930143322,15.130330563006114,15.83545753672526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B37_01,16.822653095525148,14.146593233149677,15.511875151874396,10.96085443510634,15.665409741008272,16.927216731011406,14.460890216434153,13.54565995690329,16.831718865496075,12.805539947800513,8.433389120180111,15.385820883323843,14.282517547042646,15.822148918305643,14.081066998842672,15.984056643805808,13.376945476427295,16.393495592929227,14.986058008353718,12.62588410216946,14.91449953722128,14.255771463022128,15.495080465591629,12.69395288386251,14.430075027723044,15.620032334088648,15.239893605671337,8.368680050841295,16.003072019025982,16.76459452380322,15.368886050189596,15.591694628052302,17.14641506874499,15.751633336399925,16.808529791413367,13.795759731166276,15.039936096952204,15.578742992392923,15.179009033586011,15.053754216867368,17.04850823545555,17.18345161805934,15.456804888190497,16.239724993398056,12.747869527137958,15.705670646328702,14.825650284372239,13.815011631151823,7.263163329327525,16.632133135525788,16.525865190600438,15.586816882932634,14.327696286304253,15.426167194265561,14.947209016069737,14.609905626993857,10.418738547430507,13.862789561557394,14.145132590505924,15.721326340177535,14.48767605318224,15.655847809123786,16.071216465039118,14.321596838005954,14.984421839484288,15.394693701874504,16.51621907096845,14.230366595547492,15.259820718386457,12.996130081195467,9.971082743633419,12.604157298297293,14.752363297002741,12.02318659586469,16.610350666941578,11.876667251184092,14.738754939839835,12.97993745276276,13.822465143496139,16.660091168298422,15.518588248070087,14.143960886991696,13.991715381577201,14.659891182384682,11.826325804298252,8.77774550880076,16.209316257221396,16.015732277423684,14.497375532586013,7.705945083156672,13.366570922434827,14.304512453067575,15.644082048673113,16.270100875274636,10.789442433922138,15.258155202877354,15.704568232549963,14.759914910117097,15.631531473042404,13.538099971079504,14.689312389013002,17.45702906763249,14.059976786742558,10.204005470757263,0.0,0.0,0.0,0.0,0.0,0.0
A26_01,12.083999162681527,16.547024140368197,10.161271466973222,14.51379600636551,11.489803948309257,3.785106659969062,12.563024888665051,17.263073146517186,7.330908250712641,12.167029031722533,17.152735398931533,13.44825357313547,12.565636222546225,11.835710389695423,16.503231307494453,9.507910347937218,14.157892407281345,11.440791820677006,11.495919973469322,13.354747106314951,12.747339669094517,12.70166474502581,11.315740849146776,13.611504976874219,12.67901382724564,12.023213610090076,12.288224102766652,17.124038369772542,10.985557782122777,13.200327289467456,14.23075247395294,11.385484441541806,3.629738860233541,10.975856117193425,12.122586822701399,14.508721639538138,13.543888664810224,11.812398884627424,13.063527048413517,12.629260669849206,11.019990480532519,12.037980919072746,13.266768843887839,9.965228652976124,13.661219078068083,12.444287512167499,11.513039577585587,12.033016874673748,17.33660826730236,14.463324942243595,10.919710935502247,9.840717708594028,12.730797743958604,13.400090194584326,13.49342783603909,14.069272201167665,14.627939859416259,15.84009724444507,13.278134575014084,10.324380281984556,12.33893824440455,9.566063868500544,13.231830745062448,11.890462844321236,15.199678541343914,12.882875805453198,14.375479538866674,11.964715031017139,12.953100669706506,16.88008922399619,17.108788991436395,11.990346157405494,12.36290975966283,16.138909448482348,14.607543121480381,17.436934711286614,14.794374060365483,16.809105465219822,15.86290269026051,13.890506478702235,12.60213193093326,14.64262449908723,12.783580725128742,11.763758115791354,12.721144239960072,16.34162835904035,11.357571944071344,13.204126461835159,15.774698990733253,16.733570391182578,16.437925854122142,13.068238120136122,11.75938336421838,9.364785008395296,14.674414506846265,11.40972059587576,12.728025769156508,12.943775580175236,15.210389813274423,17.252927741742504,14.839405224178831,10.107375847760895,16.675086550713132,15.565750783456416,16.844068503894903,0.0,0.0,0.0,0.0,0.0
B14_02,16.034738863246883,16.29085641646323,15.425184957840607,15.363707163482916,16.541103679013514,17.308461260811463,15.339952741197889,11.13738517215236,16.159602163654192,12.784463268229462,14.523210171182068,13.667573136374267,15.148721334160808,15.220517904459475,16.22026002461978,16.79692159026479,15.311080425935657,17.758992739955836,13.28806839128475,15.625211774472705,17.613140762588245,14.92017259056805,16.684838697180467,14.653834754907917,17.02278848174092,12.948913013164452,17.89887725864438,14.66776921805221,16.576044203350516,16.193969300767268,16.545752000105466,17.28182197475374,16.75019474808353,17.601008613728464,16.0353545081046,15.098947907196107,13.811854833300712,12.49397922802557,16.209351879708183,17.908104656971794,17.42811729065822,18.342810699631507,13.903388888834709,16.69759161420085,15.91381355271638,14.081416143268024,13.325852926034406,17.197018159096885,15.111052309839566,17.913939203794218,18.02505553502824,17.721650052124435,15.491044444535415,13.734223236008097,14.28384547929534,18.10249491098912,16.109990756217503,7.852029484788587,14.978449115886457,17.479283865182595,15.290521032425222,15.442169153579888,16.466799184742236,17.300004639295995,17.156043530475888,18.186038362043426,18.0399302004059,17.131672891680047,16.167381242873986,8.812421815741068,13.423599344914042,13.169940658432454,17.30907770649524,12.733264649884923,18.04208274444566,13.415521524680374,10.243534749227283,15.439908528134765,7.967300356834952,14.53238648834417,18.044563041757804,17.1792772484697,13.709010095786894,13.058586246625424,14.17730266510985,12.275251319770408,18.363668488978973,16.645268762766317,15.789373376013105,14.397538377632417,7.951611391619446,12.81424925677183,15.589989112300419,16.996083964114888,13.864210604265415,18.205296197989735,13.809329622183911,18.00179672798262,17.211045439460463,9.56187307445233,18.67627599955183,15.653827225025626,16.30385261878554,12.773354366784451,15.08953803151404,16.58682265806404,0.0,0.0,0.0,0.0
C02_02,4.734123775492696,15.768963318485843,13.675669877109138,13.917063170954744,4.955070824761293,11.292508892189293,7.805449272401249,17.834044053473843,12.3668949915926,13.143614606738778,15.764796198929071,12.584658710990137,8.447240881132965,11.712755488447742,15.740350268016902,14.268159034930424,14.463450527963438,12.348094358825529,10.363190709607567,9.461253739256845,13.125261125113532,8.143038885866435,3.6028070612432708,11.42141286636959,10.179727218888774,11.08141127533923,12.62853211987179,15.388612851042556,3.290299730665601,7.6953100662575356,11.819373175590385,9.417168087927651,10.800398961038578,11.693941417102138,4.78258637474749,14.567620765302232,14.250091623579623,12.30219990451638,7.96862481743252,13.061372747835545,5.009350985472609,12.558171401540926,12.605551421427007,14.588065066682,10.066866085368352,12.909056105424266,10.501029598945395,12.5906515198513,16.219924193737896,12.295387986181161,12.336216558672353,10.805584043837149,8.112884442005885,12.54447641138134,9.812102330442073,9.243847079165949,14.07372362035554,16.409854450737082,9.393593838099019,10.176819515803645,7.699015487389556,13.239774171517652,7.8825985920433155,12.765717051416338,15.470487135821065,13.52441811731225,14.770798350993694,12.729699427085915,7.256010549722228,17.31738843114185,15.031562159162615,12.908998352136454,12.855652190865744,14.699389299868217,15.02710935891755,15.582825677743513,14.705380680003381,15.719969984729111,16.418874054295657,14.453471174023012,13.192164377296756,15.001317845735853,11.620309214309266,10.995534035015863,10.124275640137633,14.585346546866548,13.594314540756448,7.135087073724205,14.936221897341593,15.492762231438222,16.84886925929516,12.473459240417071,11.567960765170874,10.571816767584503,12.047954964056647,12.76650894701352,13.130417678245726,13.56590940375189,14.193602474828243,17.543450772759943,11.11735368869218,10.268947074707665,15.619563272671384,13.897130215645403,15.94924386231202,10.920473310659569,16.870433884175757,0.0,0.0,0.0
A26_02,11.922364688068287,17.159569440949205,10.315099205845135,15.257388301102713,11.653712491969959,5.737293088908988,12.980900814579847,17.320109215184445,8.35624807136304,12.266081993932014,17.200449822857728,13.375239442944567,13.020128465131972,11.79217729697346,17.121030383190707,10.246367333621533,14.503298492315771,12.12402197912521,11.757449220746096,13.668088886258397,12.922486278635802,13.07229242725431,11.491833191389082,13.471157028620908,12.625138336617393,11.999067414133073,12.343735328063856,17.073296129455507,10.880419310707575,12.99067392519833,13.816923839634319,11.822846652663788,5.008237935939432,11.069778329641755,11.968711745740594,14.838445711305054,13.808455771306363,11.998010895589308,12.972136436283554,12.75860656842963,10.929205990184636,12.685377159160028,13.124037949844759,10.663794696695069,14.17834981052477,12.519255376500722,12.009120136797844,11.954988495465832,17.647169735733797,14.03586283346782,11.68214183770218,10.727434929062287,13.17732842268435,13.281797496635916,13.83970538131297,14.181538060499864,15.525426407408704,16.240961076016443,13.55656573371047,11.292876075070161,12.923779056432465,9.759477254236206,13.143985148136245,12.0112310779908,15.087884654370281,12.869299606168322,14.231689545319904,12.086579144168834,12.916864732525163,17.096527859395472,17.02365159189035,12.093088117793148,12.428549721576939,16.565112230304063,14.487417614133214,17.437099478386266,14.857943798950394,17.0832436029198,16.186919165667696,13.992066538412587,12.628861018240153,14.670306297048405,13.045002624563956,12.246194475001735,12.578380835242049,16.528714840048217,11.830646694200892,13.114418840929261,16.46536200733761,16.979624243654193,16.602566941214707,13.29889844806499,11.717565533873147,10.243983977352249,14.765309758855418,12.037225196982392,12.821629035352762,12.956668835374256,15.272506678422465,17.372138516386336,15.142049967374694,9.912207197826088,17.239298415360732,15.635569921896204,17.24780621979981,4.439078822354347,16.66762500112452,10.799047218016755,0.0,0.0
B18_01,17.283271134401527,14.531411316047162,15.09871453351207,11.213405280923727,15.484176682347238,15.807786561256512,17.17021585212089,12.442145703116287,15.396403054782917,8.216213642428261,10.922750984994575,14.484897905307752,17.39064342995655,12.268606983596781,14.481180578755986,14.157445212403852,13.994516705570124,16.94957328812604,14.808118205948317,16.41413080115584,17.201704109094734,17.28136234525395,15.790201431595959,11.760812980797366,14.219898957221393,15.14983590196564,17.674220471391425,10.250135342630353,15.893810247764357,16.518804830392032,15.630347080248875,16.233391023615948,15.946030861530117,18.417104575152205,17.307338803771707,13.70598014971263,14.55928643957444,14.489917145443895,15.582534857329474,17.29787643035387,17.02495648349116,18.365903669352182,14.248959800168887,14.026029001666975,16.656300885347893,15.81917389286034,14.723228454215377,15.534277568819553,11.604751961726903,16.506698179466152,17.339334500834482,17.45230707904673,17.816573418890602,14.532626575549806,17.91866632390881,14.66588422588884,12.341826248644265,13.231112240149661,16.551644818026134,16.868682249059276,17.21759348723826,15.61549582109816,16.468273731594756,16.086678001975876,16.865507517993777,17.584515263357446,18.675010786282936,15.99184779839302,15.847235921641573,12.28848090737328,11.41300486079448,9.014004981557003,16.248242070425917,14.589719374164407,18.82384501638006,13.876516658521902,11.147988274044698,14.17086050996803,13.270453664159167,16.186059796411435,17.88935980437419,16.91047045342317,13.961430255684144,14.445478809162429,11.242902394474372,11.443025552818892,16.089902901536423,16.83915170075813,15.06361017520044,10.682682373324344,12.300472300360665,14.014465204637517,12.803386060697166,17.65702258771976,10.181999470349385,16.055984460029016,15.558455054905272,17.233318451181294,18.45766527129875,13.456150334559993,14.628393681487626,14.964802314043384,14.509564841190612,12.818090940335814,11.13884347918914,15.56945272165208,14.327026042362176,16.29801002281602,15.561748654660995,0.0
